Symbol,Day,Open,CloseDiff,SpreadOverLow,Volume,NextLow,TwoDayHigh,ThreeDayOpen
LEE,20161012,3.4,-0.06176472,8.617433,210900,3.1,3.24,3.1
LEE,20171004,2.2,0.0454545,5.311748,128100,2.3,2.47,2.4
LFC,20061226,21.4667,0.07841448,6.110728,1738300,21.725,23.37,17.1667
LM,20130110,25.73,0.04314033,6.390738,8101200,26.03,26.89,26.47
LNC,20081219,18.42,0.03148751,6.456217,5435500,16.26,17.64,16.56
LNN,20061221,36.42,-0.06727065,6.096766,314800,33.22,34.14,33.87
LNN,20081202,33.81,-0.06063298,5.562361,484500,29.01,32.82,30.57
LPL,20081107,8.76,0.007990832,5.996237,1274800,8.38,8.21,8.07
LPX,20061128,19.63,0.05807444,8.086474,6865400,20.41,21.22,21.15
LPX,20101108,8.07,0.09169774,6.518772,6916400,8.17,8.42,8.17
LTM,20080725,34.42,-0.08715858,6.4514,2304800,29.06,30.6,30.51
LTM,20080919,39.58,-0.004042538,6.102902,3489200,34.62,35.99,34.61
LTM,20120719,47,-0.05021278,5.776991,2316500,44.05,43.86,43.47
LTM,20140825,47.06,0.02762429,7.055035,4195100,46.64,47.11,46.49
LVS,20081016,11.35,0.04229071,5.342868,8634300,11.2,14,12
LVS,20090310,1.72,-0.03488376,5.38316,5.75981E+07,1.54,1.89,2.16
LXP,20080929,14.51,-0.01171606,4.876164,701100,14.52,16.85,14.1
LXP,20090925,5.69,-0.05623905,5.723236,960600,5.4,5.64,5.42
LXP-C,20090305,13.01,-0.0007686571,6.07999,3900,10.59,13,12.01
LZB,20081212,2.47,-0.004048579,8.562832,483900,2.34,2.7,2.57
LZB,20090331,1.23,0.01626015,5.098538,389400,1.16,1.65,1.53
LZB,20090821,8.55,0.07719296,6.096822,1334500,9.02,9.78,9.36
M,20110407,25.7,-0.0116732,5.271672,1.29691E+07,24.57,25.25,24.69
MAC,20081029,23.41,0.07133704,5.39592,3870600,24.46,29.74,29
MAC,20081113,20.8,0.01394235,5.216276,5056400,16.75,17.59,15.75
MAC,20090422,14.42,0.04576975,5.806433,4891500,14.44,16.57,16.18
MAC,20091223,34.21,0.06693952,6.416574,6157400,36.34,38.22,37.69
MBI,20091117,3.22,0.07763975,6.207804,1.29762E+07,3.45,3.76,3.5
MBI,20110415,10.2,0.02745095,7.004511,1.75959E+07,9.88,10.21,10.24
MBI,20170406,8.62,0.05104415,5.924767,5610600,8.91,9.13,9
MBT,20080916,22.788,0.01421798,4.66068,5478200,20.308,24.344,25.996
MBT,20090123,8.66,0.09284063,5.88462,2484300,9.26,9.98,9.972
MFV,20081203,3.7,0.0243243,5.107117,10800,3.43,3.6,3.85
MGM,20081203,10.83,0.0184672,5.098484,4895100,10.02,10.7,11.2
MGM,20090305,2.05,-0.07804877,5.73193,7417900,1.81,2.48,2.42
MHF,20070713,7.82,0.001278741,4.61912,62100,7.74,7.89,7.76
MHO,20080617,19.12,-0.09780338,5.55464,594700,16.83,17.69,17.59
MHO,20080722,18.48,0.09848484,5.73814,343500,19.8,21.87,20.08
MIC,20090116,4.75,-0.08210523,6.410321,474000,3.91,4.49,4.33
MIC,20090911,8.12,0.009852207,6.422263,1380200,7.85,8.45,8.42
MLI,20081010,8.65,0.06705201,5.434071,394700,9.17,10.825,10.125
MLM,20120516,74.97,-0.08496735,8.776453,3416300,66.43,69.62,68.8
MLR,20150305,22.45,-0.06414256,6.814658,179300,20.72,21.75,21.59
MMS,20061222,7.84,-0.05070154,9.329914,734700,7.3375,7.61,7.575
MMS,20131115,47.36,-0.05975511,6.438282,1510600,44.5,44.81,44.8
MOD,20100115,11.78,-0.03225807,5.0361,673700,10.9,11.28,10.59
MOD,20161130,12.45,-0.05622489,5.324028,480600,11.75,13.8,14
MOG.A,20070801,39.69,0.0466113,5.394751,351800,41.56,42.86,41.73
MOG.A,20080728,39,0.08410253,7.284106,337500,42.89,45,43.91
MOH,20100805,17.4133,0.08384402,7.836132,1304700,18.2,19.08,18.2667
MOS,20071025,63.05,0.03885806,5.256002,8667500,65.76,71.79,70.13
MOS,20100712,46.22,-0.08091739,5.414267,1.36488E+07,41.61,42.57,42.17
MOV,20141114,27.56,-0.04753264,6.91443,2868300,25.25,26.72,25.82
MPX,20081117,4.76,-0.0882353,6.609932,41100,4.05,4.51,3.61
MPX,20170420,11.35,0.01762113,8.247306,31700,11.66,12.45,12.13
MS,20081029,15,-0.01599998,7.550503,6.26035E+07,14.92,18.49,17.88
MSB,20100416,22,-0.05727274,9.12264,1053000,20.35,22.44,22.12
MSB,20101215,54.58,-0.02601689,5.25194,644400,44.51,48.23,48.5
MSF,20081006,11.65,-0.09442055,6.391096,110400,9.81,9.84,12.73
MSM,20130111,74.4,0.02150536,5.67149,1333700,74.75,75.42,74.86
MTG,20080911,6.17,0.08427876,5.44274,8488500,6.4,6.58,4.94
MTG,20081105,4.5,-0.00444444,10.51493,7224500,3.91,4.25,3.83
MTG,20091203,4.53,0.02207503,6.635989,1.26013E+07,4.73,5.48,5.16
MTG,20091211,4.7,0.09787235,6.411492,5290000,4.98,5.2,5.14
MTG,20110722,4.12,0.01213597,4.549874,1.65377E+07,4.12,4.56,4.43
MTG,20120110,3.9,0.07948716,5.561226,8816800,4.07,4.51,4.45
MTG,20120502,3.22,0.03416146,5.507175,6264000,3.18,3.23,3.13
MTG,20120705,3.07,-0.0912052,6.596181,4931600,2.62,2.75,2.64
MTG,20130506,5.26,0.04752852,5.794519,1.74787E+07,5.51,5.81,5.61
MTH,20071030,15.34,0.09843548,5.906249,499300,15.5,15.94,15.5
MTH,20080226,16.27,0.03503378,5.484546,1593600,16.51,17.09,15.96
MTH,20080318,15.39,0.01234565,5.232971,1461700,15.65,18.5,18.2
MTH,20080715,12.84,0.03193145,5.857903,844700,12.8,17,16.06
MTH,20081121,7.17,-0.09483965,16.00274,1655100,6.5,11,9.41
MTH,20081125,8.95,0.08044696,11.9429,2099100,9.15,12.46,12.05
MTH,20110118,24.34,-0.002875912,4.54262,879500,23.07,23.71,23.2
MTH,20110428,25.64,-0.05538222,5.880928,1113500,22.86,24.12,22.98
MTL,20130610,5.82,0.06872845,6.926459,5530700,5.84,6.18,5.96
MTL,20141126,1.76,-0.09090907,5.912946,438400,1.5,1.52,1.56
MTL,20150204,2.5,-0.02399998,7.175154,1071600,2.46,2.56,2.4
MTL,20161021,3.62,0.05524863,5.787506,1134400,4.25,5,4.69
MTW,20101206,11.92,0.06124157,6.030136,7233100,12.73,13.18,12.99
MTW,20110727,15.44,-0.06152849,5.803987,7264400,13.41,14.2,14.48
MX,20140825,12.52,-0.07587865,6.634846,783800,11.38,12.09,12.1
MXF,20140204,27.17,0.004416667,6.089692,70000,26.83,27.49,27.2
MYE,20080404,13,-0.03307695,6.097827,980600,12.22,12.7,12.6
MYE,20131007,19.63,-0.08048905,5.933705,224600,17.64,18.1,17.8
NAV,20121008,21.35,0.06838403,5.576549,2607200,22.23,22.39,22.43
NAV,20151217,8.86,-0.09932276,10.71273,6518800,8.12,8.68,8.2
NBR,20160223,7.15,-0.03776224,5.105565,8780200,6.44,6.91,7.09
NC,20090506,37.99,-0.03606219,6.505263,96300,33.75,37.93,36.44
NCI,20081010,16.01,0.03997498,5.404748,1388700,16.37,18.56,16.98
NCS,20090803,20.6,0.04126215,5.831804,1154300,19.25,20.15,19.15
NCS,20091223,10,0.01000004,4.767959,1673000,9.7,10.2,9.55
NCS,20100108,10.4,0.09134623,8.007848,5691600,11.15,11.25,10.75
NCS,20140611,17.12,0.06950926,8.161565,830600,17.52,17.84,17.49
NCZ,20081015,5.22,0.001915753,4.045538,249300,4.9,5.55,5.6
NE,20081006,35.71,-0.06132732,6.30353,1.08149E+07,31.02,33.11,31.9
NE,20160204,7.65,0.06535941,5.67476,1.52809E+07,7.95,8.4,7.51
NE,20160205,7.98,0.06641607,5.499444,1.71304E+07,7.75,7.89,7.27
NEM,20140131,23.7,-0.08860761,6.230459,3.53099E+07,21,21.31,21.4
NEU,20060411,45.95,-0.07638742,7.312269,1754900,42.15,47.1,45.4
NEU,20081031,39.76,-0.05206237,8.802185,711200,35.99,37.96,36.3
NL,20160301,2.6,-0.0461538,5.512947,42200,2.54,2.92,2.85
NL,20160919,4.21,-0.0427553,6.840323,68100,4.04,4.19,4.12
NL,20170221,5.95,0.09243701,7.408844,99000,6.42,6.65,6.2
NL,20171017,11.05,0.0633484,5.30123,131800,11.55,12.5,12.51
NLS,20060404,14.99,0.06737827,5.822436,1154900,15.98,17.1,16.95
NLS,20090519,1.38,0.05072467,5.33095,464700,1.47,1.91,1.69
NLS,20090612,1.23,0.08130083,5.479932,263500,1.2,1.36,1.3
NLS,20100701,1.51,-0.03973506,5.495612,142700,1.45,1.89,1.55
NLS,20101020,1.41,-0.02127658,6.054809,179900,1.32,1.42,1.42
NLS,20101104,1.49,0.02684561,5.04525,132200,1.48,1.55,1.57
NLS,20110207,2.34,0.08974361,6.294412,164700,2.53,2.76,2.68
NNI,20070122,28.23,-0.04073679,6.60836,1539600,26.82,27.94,27.75
NOV,20081010,25.27,-0.07320935,13.45081,3.34154E+07,24.44,34.75,28.18
NP,20140219,45,0.05977775,5.281911,249000,47.82,49.13,48.61
NPK,20091216,91.1,0.0959385,8.360671,38500,98.78,103.42,103.55
NR,20071105,5.79,-0.05354058,5.693697,687100,5.31,5.64,5.38
NR,20150731,7.18,0.006963815,7.162388,3566300,7.01,7.35,7.12
NRP,20070507,337.5,0.002962963,9.581339,116400,336.8,349.1,349.5
NRP,20081010,177.4,0.06200677,10.6196,482300,195.1,259.9,210.1
NRP,20100506,238.5,-0.09224319,9.762284,968500,204.5,234.1,227
NRP,20141215,91.3,-0.07995622,7.046868,1614900,82,103.2,103.9
NRP,20160718,20.48,0.05273437,5.706729,91000,20.56,20.96,20.89
NRP,20160929,28.7,-0.04564464,6.033241,172700,27.2,28.02,28
NRP,20161118,34.55,-0.01881325,5.843196,116600,34,36.21,34.85
NRT,20160930,7.52,0.02260639,6.5683,48700,7.7,7.88,7.65
NSL,20081211,2.82,-0.007092192,7.116068,92800,2.66,2.72,2.62
NSM,20121001,32.84,0.06242385,6.360195,3197000,34.65,37.2,33.66
NSM,20131108,39.65,-0.0799496,6.667858,6341000,36.03,38.91,37.61
NSM,20140917,32.28,0.0607188,5.426907,598900,34.12,35.59,34.61
NSP,20140210,32.26,-0.01363914,5.436026,263600,27.27,28.01,27.4
NTG,20060413,27.9,0.05878141,5.568188,250800,29.5,32.5,31.9
NTR,20060309,4.6,-0.06304347,6.15877,261100,4.15,4.44,4.42
NTZ,20070507,8.3,-0.04096387,5.544969,19200,7.4,8.18,8.07
NTZ,20080125,4.55,-0.04615385,10.55657,16500,4.04,4.13,4.17
NTZ,20080407,3.31,0.02416923,6.877034,16200,3.35,3.58,3.48
NTZ,20080829,3.15,0.015873,5.073451,19200,2.76,3.27,3.3
NTZ,20081002,3.06,0.06209152,7.608623,55500,3.2,3.43,3.2
NTZ,20090413,1.13,-0.008849549,9.021994,20000,1.1,1.18,1.16
NTZ,20091120,2.95,0.006779654,5.494644,178600,2.96,3.35,3
NTZ,20160810,1.66,-0.04216864,5.572263,124300,1.6,1.61,1.51
NTZ,20161219,1.99,0.04020097,5.772199,218400,2.03,2.08,2.05
NTZ,20170131,2.17,0.06451607,6.61105,274700,2.2,2.25,2.15
NTZ,20170518,2.83,-0.05653705,6.332292,48900,2.44,2.7,2.52
NUS,20110202,31.09,-0.03473786,6.430794,4234400,29.92,31.22,31.02
NUS,20121219,45.83,-0.09360682,8.49051,4497200,39.4,39.78,35.75
NWY,20120814,3.62,0.01104978,7.232991,166600,3.66,3.84,3.82
NWY,20160112,2.25,0.05333328,6.020812,125000,2.26,2.33,2.2
NWY,20160229,2.09,-0.04306216,5.162937,84100,2.05,2.4,2.37
NWY,20170901,1.93,-0.06217617,6.046123,44700,1.69,1.77,1.7
NYT,20110207,10.63,0.02539976,6.767482,4366700,10.64,10.79,10.51
OCN,20140226,39.81,-0.07661399,7.234034,1.27645E+07,34.57,39.19,37
OCN,20150429,8.35,0.03952095,5.55936,7609600,8.45,10.45,10.23
OCN,20161025,3.94,-0.05076143,5.361581,7255900,3.5,4.42,4.19
OCN,20170502,3.1,-0.03548384,8.898914,1.85494E+07,2.71,2.75,2.53
ODC,20070604,17.13,0.06246361,5.808088,18000,17.88,17.8,17.71
OME,20090311,2.1,0.08095242,8.136675,150400,2.19,2.91,2.55
OME,20160804,24.74,-0.00970088,5.840774,771600,24.06,24.92,24.8
OMN,20060324,5.9,-0.001694954,3.814506,281600,5.76,5.85,5.61
OMN,20130627,7.5,0.06800003,5.514609,267100,8,8.36,8.07
OPY,20081208,11.19,-0.03485249,5.68103,71300,9.78,12.34,11.8
ORCL,20080919,20.99,-0.0438304,15.2305,7.62482E+07,19.6,20.55,19.9
OSG,20111011,13.36,0.08532937,5.720675,779600,14.95,15.57,15.39
OSG,20120530,11.82,-0.06852788,6.074046,504700,10.61,10.88,10.09
PBH,20081017,6.52,0.07515341,8.319755,342400,6.89,7.5,7.26
PBH,20090113,7.25,-0.04137934,10.03128,1630400,6.21,6.3,6.24
PBR,20081017,25.13,0.04297652,5.112973,3.78666E+07,27.35,28.32,24.86
PBT,20070320,12.94,0.0510047,7.429351,493200,13.56,14.56,14.5
PBT,20080306,21.24,-0.004237296,5.151653,3501900,21.26,23.11,22.7
PBT,20081006,22.47,-0.06141518,6.506429,1618100,19.69,19.95,19.35
PDS,20110722,16.49,0.06731356,5.404713,2946600,17.21,18.11,17.68
PDS,20141027,8.87,-0.0856821,5.714275,4418900,8.14,8.76,8.51
PEI,20090325,3.59,0.005571025,6.214896,959900,3.57,4,3.5
PEI,20090515,5.25,-0.07619049,5.744083,887700,4.94,5.43,5.23
PER,20170127,3.7,-0.06756756,10.6504,1119600,3.31,3.4,3.4
PFH,20130925,16.75,-0.07761195,7.89763,91700,14.62,16.71,16.13
PGH,20160125,0.57,-0.03508769,6.163198,949700,0.55,0.7,0.72
PGH,20170915,0.65,-0.0307692,6.859008,940200,0.61,0.74,0.699
PHK,20081010,5,0.01400003,15.34022,2216100,5.81,7.85,7.01
PHM,20130131,20.23,0.0252101,4.868966,1.76924E+07,20.3,20.46,19.8
PIR,20080410,7.25,0.04,6.150802,9336700,7.24,7.86,7.85
PIR,20081209,0.51,-0.05882353,14.42877,1870900,0.44,0.47,0.45
PIR,20081222,0.34,-0.05882356,9.03367,998700,0.32,0.35,0.37
PIR,20090701,2.07,0.05797108,9.739621,3478000,2.04,2.09,1.97
PIR,20090922,3.71,0.03773581,7.322844,9263600,3.65,3.95,3.63
PIR,20100409,8.47,0.02007085,5.475372,9177000,8.35,8.7,8.8
PIR,20100916,8.22,0.03163008,5.092297,1.31924E+07,7.93,8.35,8.3
PIY,20081118,13.08,-0.0825688,12.68566,5800,9.3,10.4,10
PIY,20171120,17.01,-0.03350968,5.033592,21200,15.5,16.983,17.15
PJC,20081010,24.87,0.06272615,7.885648,657500,27.23,35.14,29.76
PJC,20130717,30.47,0.03019364,5.290063,778100,31.05,31.2,30.96
PKD,20070727,9.67,-0.0186143,16.16782,1769500,9.13,9.79,9.1
PKD,20160314,1.99,0.03015072,5.990944,1027600,1.93,2.11,2.08
PKD,20170519,1.4,0.03571434,5.373147,511600,1.45,1.6,1.5
PKD,20180105,1.14,0.09649124,6.736918,1749500,1.13,1.23,1.21
PKG,20070719,29.07,-0.03474373,10.23841,3789900,27.12,28.2,27
PLT,20060726,17,-0.09529411,8.914736,5179600,14.8,15.82,15.73
POL,20090828,5.49,-0.03642984,5.768711,965400,5,5.42,5.06
PPX,20150611,25.47,-0.004711383,5.245365,12700,25.27,25.42,25.4
PQ,20060127,41.12,0.08949418,5.823772,1496400,45.12,47.2,46.04
PQ,20080703,106.92,-0.08043396,6.66888,1449600,90.4,92.4,89
PQ,20081016,34.68,-0.01153407,5.568,1776000,32.64,41.92,40.64
PQ,20160525,2.43,0.04115222,7.345945,178600,2.54,2.69,2.5
PQ,20160808,2.02,-0.05445545,10.27566,285300,1.81,1.93,1.79
PQ,20161223,3.7,-0.0054054,5.440345,197000,3.55,3.69,3.47
PQ,20170213,4.05,-0.03950619,5.886287,172400,3.83,3.95,3.95
PRU,20081113,26.47,-0.05024556,11.24731,1.79614E+07,23.01,25.11,21.06
PRU,20081202,17.91,0.06700172,5.731659,1.11154E+07,17.6,22.67,22.43
PSA-C,20080715,18,0.005000008,4.285284,12800,17.73,19.2,18.46
PSA-X,20081010,14.09,-0.02838897,5.319649,22400,14.2,16.77,16.13
PTY,20061003,17.25,-0.06492759,6.115496,2780100,16.06,16.44,16.44
PUK-A,20090227,8.96,-0.07366069,6.907825,40800,7.5,7.75,6.61
PWR,20070319,24.35,0.01314167,6.693448,7604200,24.04,25,24.89
PXD,20081017,29.4,0.02074832,5.065885,2775800,30.48,33.41,30.56
PXD,20090128,15.84,0.02651516,6.610567,2547100,15.17,15.63,14.39
PYT,20071218,18.7,-0.02406421,9.614992,7300,18.13,18.93,18.06
PYT,20081002,11,0.005454584,7.860355,13900,11.31,12.2,11.35
PZE,20140730,6.88,0.04505813,5.376591,783200,6.56,6.9,6.78
RAD,20090605,1.75,-0.00571428,5.574407,3.08625E+07,1.4,1.67,1.59
RAS,20090901,8.25,-0.07999998,7.362158,1296400,7.29,8.61,7.86
RAS,20090903,7.38,0.06504066,8.35472,1001700,7.71,8.37,7.8
RAS,20091201,4.77,-0.06918237,6.019224,702800,4.29,5.22,4.65
RAS,20100223,5.16,-0.005813902,5.099071,2481600,5.01,5.28,5.28
RAS,20171227,0.385,-0.03116882,6.433866,1010300,0.37,0.39,0.38
RAS-A,20080919,9,0.06666671,6.548049,20200,9.4,9.5,9.5
RAS-B,20160120,13.5,-0.03481483,7.774086,33900,13.1,15.32,15.44
RAS-B,20170821,15,-0.03633334,6.147503,110000,14.28,15.37,15.2
RBA,20130226,21.27,0.04137278,6.40352,1658300,22.15,22.79,22.71
RCL,20081028,15.69,-0.02294453,10.62899,9894400,15.57,16.95,14.2
RCL,20090210,7.45,-0.08322147,5.529879,6593300,6.5,6.87,6.94
RDN,20070809,19.13,0.01672774,9.754471,6540500,16.5,22,18.68
RDN,20070810,18.2,0.07692305,5.802042,6680700,18,19.02,17.5
RDN,20070822,23.3,-0.04291845,10.01229,2348800,20.51,22.44,21.76
RDN,20080118,6.59,-0.08952961,6.570081,4069400,5.49,7.7,7.35
RDN,20080416,5.11,-0.02152644,4.813848,1175400,4.95,5.74,5.45
RDN,20080513,5.52,-0.09057971,6.748012,1678900,5.03,5.69,5.6
RDN,20080515,5.12,0.09375001,5.646491,968200,5.32,5.72,5.33
RDN,20080620,2.5,-0.05600004,7.5494,2897800,2,2.16,2.05
RDN,20080716,0.94,0.01063829,6.362946,4494800,1.06,1.48,1.3
RDN,20090129,3.36,0.08928578,7.900887,2103500,3.18,3.18,3
RDN,20090605,3.66,-0.03005468,5.271863,1234800,3.35,3.5,3.49
RDN,20091203,5.38,0.01672856,5.516124,6575800,5.46,6.46,6.24
RDN,20110831,3.56,-0.06460675,7.324879,7284400,3.15,3.11,2.92
RDN,20120521,2.19,0.09132422,5.686919,5020100,2.3,2.56,2.49
RDN,20130904,13.62,0.008076333,5.703831,3825400,13.73,13.98,13.55
RES,20081114,4.2,-0.08888092,5.600677,282200,3.6222,3.7555,3.5733
RES,20150129,11.73,0.003410138,5.389214,4023600,11.25,13.1,13.21
REV,20060303,3.4,0.03823526,5.373743,789200,3.43,3.45,3.39
REV,20071213,1.21,-0.008264455,5.806286,576100,1.13,1.16,1.15
REV,20170804,17.4,-0.04597697,6.339777,946900,16.3,19.45,19.15
RF,20090423,5.97,-0.02512557,5.928942,3.76054E+07,5.1,5.48,4.75
RFI,20130116,14.44,0.06578953,6.335351,96500,15.12,15.32,15.26
RGR,20060320,7.25,0.07448275,6.246444,476900,7.61,8.03,8.03
RGR,20140117,84.74,-0.05192355,5.466896,1078100,76.05,79.04,78.14
RGS,20090821,18.13,-0.07170432,6.155249,1503600,16.33,17.06,16.51
RGS,20140826,13.98,0.007868428,5.877274,1621400,14.08,15.06,15
RJF,20130503,42.47,-0.0004709314,4.224846,1168200,42.06,42.31,42.3
RLH,20081117,2.95,-0.06779663,7.296992,46000,2.5,2.75,2.01
RLH,20090227,2.78,0.02517983,5.764957,27400,2.46,3,2.78
RMT,20081006,8.5,-0.07294116,6.488118,244500,7.29,7.25,7
RNP,20081008,7.5,0.02666664,9.023979,860000,6.55,6.94,7.2
RPM,20070405,23.7,-0.06286927,7.121436,1542300,21.86,22.13,21.75
RQI,20080102,14.75,0.03932203,7.881586,302000,15.42,15.43,15.42
RRD,20170228,18.49,-0.09302322,6.142417,2925900,16.84,17.96,17.75
RT,20090306,0.93,0.02150536,5.343587,830400,0.94,1.28,1.29
RWT,20081006,17.55,0.01823371,5.327204,738100,16.36,18.17,16.95
RYI,20150313,6.22,-0.0787781,10.60193,107300,5.27,5.93,5.77
RYI,20151229,4.63,0.00431965,4.92836,91400,4.54,4.93,4.67
RYN,20060425,29.8067,-0.06262683,6.050919,1659000,27.2933,27.9,26.9
S,20100210,3.45,-0.026087,6.497278,2.511273E+08,3.21,3.24,3.24
S,20121003,4.91,0.05906313,5.813977,1.167735E+08,4.92,5.32,5.13
S,20160920,6.72,-0.07589282,7.515804,5.33691E+07,6.23,6.65,6.61
SAP,20080919,57.45,0.01183638,4.704844,4580700,56.9,57.82,58.35
SCCO,20081024,9.49,0.08640681,5.627533,9858900,9.84,11.75,12.63
SCI,20090220,3.66,-0.02732244,5.230524,3013100,3.45,3.68,3.61
SCM,20171113,12.82,-0.04602185,5.476089,476100,12.2,12.44,12.22
SCS,20110324,10.15,0.04236456,5.442738,2953800,10.41,11.01,10.75
SCX,20070402,18.11,0.0474875,6.493096,21300,18.61,19.1,18.69
SCX,20070516,17.9,-0.02569827,6.328049,20200,16.81,17.05,16.5
SCX,20070628,17.93,0.00278858,4.697278,8500,17.74,18.52,18.36
SCX,20070920,17.59,-0.02899376,6.725459,64100,17.11,18.5,18.46
SCX,20150720,17.88,-0.03467556,6.250977,38300,16.92,17.68,17.61
SFE,20070612,15.72,-0.0725191,7.21222,1452700,14.46,16.08,16.38
SFE,20081204,3.24,-0.0185185,14.40785,492800,2.94,5.16,4.92
SGU,20060630,2.5,0.07200003,6.042443,292000,2.56,2.68,2.6
SGU,20061220,3.14,0.09554138,13.77703,817900,3.35,3.49,3.49
SGU,20070529,4.58,0.05458516,7.500518,358500,4.68,4.85,4.82
SGU,20070620,4.55,-0.03076931,5.595207,411300,4.35,4.43,4.33
SGY,20160114,116.8,0.03767118,5.532397,3238100,104,114,91.2
SGY,20160204,116.8,-0.01369868,4.913567,2653600,104.8,107.6,102
SGY,20160401,30,-0.09333331,7.029714,5033800,24.8,25.6,25.2
SGY,20160405,25.2,-0.03174607,8.805381,1946500,24.4,30.4,28
SGY,20160505,32,-0.0625,8.308764,5046500,27.2,30,27.2
SGY,20160512,26,-0.06153848,8.226655,4000100,22,26.4,20.4
SGY,20160613,20.72,-0.07915055,6.668262,406400,20.48,24.28,21.24
SGY,20160713,93.6,-0.0363248,11.45371,2892200,91,93.6,77.32
SGY,20160722,50.44,0.03885811,7.288824,2097600,47.44,58.96,53.64
SGY,20170125,35.88,-0.05462661,5.835685,788200,31.28,31.6,28.36
SGY,20170309,18.25,-0.04054793,5.329513,782800,17.5,19.27,18.46
SGY,20170622,19.76,-0.07439268,5.413959,461200,16.76,19.07,18.71
SHG,20110818,41.875,-0.0200597,6.036307,112100,40.635,42.87,40.89
SHO,20080919,14.85,0.026936,7.033452,1969900,13.77,14.63,14.22
SHO,20100510,13.47,-0.05864885,6.919286,1237400,12.11,13.05,12.97
SID,20150910,1.05,0.09523812,7.036956,2442900,1.18,1.31,1.16
SID,20150924,0.95,0.09473681,5.612103,1998300,0.97,1.03,0.96
SID,20160414,3.54,-0.08192089,6.353404,8571000,3.15,3.48,3.49
SIX,20071123,0.525,-0.0142857,6.444223,654900,0.5025,0.5275,0.525
SIX,20080514,0.505,0.07425747,14.73552,2535100,0.5125,0.545,0.5425
SIX,20080701,0.2875,-0.08695655,17.35492,2129300,0.25,0.3225,0.3125
SIX,20081120,0.045,0.0555555,6.807817,1398600,0.05,0.0625,0.0575
SKX,20060109,5.39,0.05998152,5.472371,724400,5.5,5.7833,5.6733
SKX,20160722,27.36,-0.08662283,8.036429,3.28405E+07,24.1,24.76,24.63
SMI,20091111,3.55,0.09295779,6.484434,5548400,3.55,3.69,3.26
SNN,20171010,36.03,0.04940335,7.349692,5373600,37.4,38.31,38.36
SNV,20081113,50.68,0.08011053,6.067568,1.11274E+07,53.13,57.96,54.95
SNV,20090225,21.21,0.04620469,8.000357,5477800,23.66,27.37,23.73
SNV,20090311,21.77,-0.01607719,5.088843,5388300,19.95,24.5,22.47
SNV,20091124,11.41,-0.08588953,6.854778,4.32989E+07,10.71,13.37,13.51
SNV,20091215,14.77,-0.01421801,8.239544,2.83357E+07,14.14,14.28,13.72
SNV,20100203,19.04,-0.09191176,5.765445,2.40417E+07,16.59,18.48,17.92
SNV,20130122,19.67,-0.05338074,5.275584,3.86418E+07,17.57,18.13,17.78
SNX,20070626,20.85,0.02781774,6.468629,1154300,20.59,21.04,21.02
SON,20081016,22.98,0.07093129,5.946855,1886100,23.29,24.4,23.92
SPA,20070216,8,0.05124998,9.569967,77500,8.41,8.46,8.4
SPA,20081024,2.02,0.02475245,10.97466,15000,1.85,2.55,2.3
SPA,20090122,1.75,0.01714284,7.806514,2100,1.66,1.9,1.86
SPA,20090309,1.4,0.007142851,5.782179,2500,1.2,1.5,1.5
SPA,20160907,23.75,0.01263155,4.888491,470500,23.62,24.49,23.46
SPG,20081120,38.6,0.001295416,4.917642,1.3198E+07,33.78,48.4,49.93
SQM,20150324,19.25,0.0275325,5.848036,1453500,19.22,19.26,18.63
SR,20101222,17.5,0.05428576,5.311353,176000,18.25,18.35,17.85
SR,20120117,12.4,0.02822584,5.337277,60000,12.7,13,12.95
SR,20120224,10.4,-0.06249997,6.590827,660600,9.25,9.45,8.75
SR,20120511,3.5,-0.05714287,5.690283,60400,3.15,3.7,3.3
SR,20120828,4.3,-0.04651169,7.311269,24500,3.8,4.25,3.85
SR,20130510,3.5,-0.03428568,7.006936,29400,3.23,3.45,3.43
SR,20130826,11.36,0.01408458,7.363824,122400,11.13,11.27,10.67
SR,20140721,5.44,0.04779407,7.729494,9300,5.6,5.85,5.84
SRI,20071107,9.62,-0.08108106,5.494018,310400,8.72,9.49,9.37
SRI,20080201,8.73,0.05040098,7.257267,177400,8.83,9.33,9.08
SRT,20120305,2.21,0.01809953,4.911582,52600,2.19,2.22,2.2
SRT,20120723,3,-0.00666666,6.567225,14000,2.85,3.06,2.93
SRT,20120809,2.9,-0.04482763,6.192753,73200,2.74,2.94,2.82
SSD,20070202,32.5,0.09353849,8.486456,1014600,34.14,34.95,34.31
SSP,20090720,2.55,-0.04705878,6.714165,486400,2.35,2.81,2.61
SSP,20090727,3.54,0.04802262,8.572632,1011200,3.58,3.86,3.73
SSP,20100713,7.55,0.09403974,6.017367,457400,7.92,8.08,7.66
SSW,20070806,33.36,-0.09472422,5.965481,1671500,29,34.87,34.1
STC,20081024,13.96,0.0558739,11.70036,175600,14.08,14.6,13.4
STI,20090423,15.91,-0.06411059,7.119708,2.70902E+07,13.85,15.79,14.14
STL,20130411,11.54,-0.000866571,3.856901,481900,11.42,11.41,11.31
SUP,20110805,17.75,0.04056334,5.517264,302900,16.5,16.98,16.01
SVU,20100420,16.51,-0.01453663,4.739505,1.09638E+07,15.96,16.26,16.16
SVU,20111013,7.7,0.0506494,5.613246,1.29958E+07,8,8.25,8.05
