Symbol,Day,Open,CloseDiff,SpreadOverLow,Volume,NextLow,TwoDayHigh,ThreeDayOpen
DHI,20121112,21.25,-0.08705884,5.865883,1.4872E+07,18.85,19.42,18.3
DHT,20140122,8.3,-0.07108436,6.058631,260200,7.82,8.34,8.09
DKL,20160211,23.5,0.009787215,4.4719,52200,22.14,25.01,25.25
DKS,20080115,26.63,-0.01276749,5.409503,8706400,25.6,28.85,26.61
DLX,20070227,32.02,-0.03154279,5.262716,976600,29.94,31.39,30.95
DNB,20170209,110.41,-0.07725755,6.754619,1986700,100.54,103.09,102.4
DNR,20150722,3.98,-0.007537681,4.399006,1.82093E+07,3.81,4.06,3.83
DNR,20170628,1.49,0.02013421,6.093522,5063400,1.49,1.64,1.56
DO,20141126,35.24,-0.08569808,5.612018,4413800,29.36,30.55,29.99
DPZ,20080226,12.55,0.09482069,6.411704,1478300,13.09,13.98,13.35
DPZ,20081121,3.06,-0.009803913,4.762145,576100,2.79,3.54,3.47
DRE,20080918,23.01,0.09517603,6.04355,4961300,24.1,27.21,24.3
DRE,20081003,22.38,-0.09517423,7.504014,2422000,18.13,19.76,17
DRE,20090325,5.82,-0.01546394,6.104884,6841000,5.65,6.03,5.41
DRH,20081013,5.02,-0.03187248,8.35589,2526000,3.93,5.01,3.94
DRQ,20060508,40.375,0.06674922,5.792493,410700,42.75,45.02,44.325
DRQ,20070227,39.5,-0.006329114,6.178181,653900,37.6,38.59,37.95
DSL,20080528,8.43,-0.06880194,5.434667,974600,7.45,7.55,6.81
DSL,20080916,1.57,0.03821652,5.79943,1281100,1.5,2.2,3.87
DSL,20081112,0.48,-0.04166663,8.594463,816500,0.38,0.5,0.42
DSW,20060803,16.55,-0.09909362,5.927084,1762400,14.61,14.625,14.45
DSW,20081124,4.125,0.03151518,8.089798,696700,4.25,5.005,4.94
DSX,20081016,15.39,-0.03963616,5.796654,2183200,13.52,17.62,16.76
DSX,20160204,2.6,-0.007692301,5.233229,1549700,2.5,2.7,2.4
DSX,20160304,2.7,0.0518518,8.03492,2281800,2.92,3.56,3
DSX,20160826,2.38,-0.04201686,7.834181,2307700,2.24,2.4,2.36
DSX,20170131,4.12,0.004854364,4.223817,398700,4.16,4.21,4.13
DSX,20170426,4.15,0.009638545,4.702157,3092500,4.05,4.29,4
DVD,20080815,5.85,-0.08034185,5.573341,56300,5.28,5.34,5.06
DVD,20101210,1.71,0.05847948,10.17146,33100,1.85,1.87,1.81
DVD,20110318,1.94,0.02577317,5.644045,13000,1.92,1.95,1.92
DVD,20120214,1.51,-0.07284769,5.677563,7200,1.24,1.39,1.28
DVD,20130328,1.83,0.09289615,5.944339,195400,1.88,1.95,1.9
DVD,20140630,2.91,-0.006872845,9.269631,66100,2.75,2.87,2.65
DYN,20090902,9.25,-0.03783788,5.901733,3.52136E+07,8.95,9.85,9.5
DYN,20100326,6.6,-0.07575758,5.598927,1.27151E+07,6.2,6.6,6.4
DYN,20120326,0.69,-0.02898548,9.500811,1968600,0.61,0.69,0.67
DYN,20120503,0.39,0.02564108,8.0554,318200,0.4,0.43,0.4
DYN,20170818,8.76,0.05936067,5.88313,8912800,9.28,10.005,9.81
ECR,20070223,0.89,-0.04494378,6.21775,399900,0.87,0.89,0.85
ECR,20070302,0.82,-0.06097563,8.231237,391400,0.75,0.77,0.65
ECR,20141111,13.79,0.0116026,5.875245,1864100,13.59,13.64,12.77
ECR,20141215,5.84,-0.07020553,6.529272,1751200,5.18,7.14,7.2
ECR,20150305,6.4,0.02656251,9.06318,3583400,6.26,6.46,6.03
ECR,20150318,6.02,0.06146178,6.553418,1764000,6.08,6.37,6.04
ECR,20160205,0.85,-0.04705885,5.908305,841700,0.72,0.75,0.74
ECR,20160218,0.8,-0.06250001,7.589611,295300,0.7,0.76,0.74
ECR,20160509,2.59,-0.04633201,5.316128,742900,2.37,2.68,2.65
ECR,20170803,2.87,-0.06968635,9.548874,2701900,2.59,2.67,2.55
ECT,20150820,2,-0.08499998,5.861986,224400,1.68,1.89,1.9
ECT,20160526,1.76,-0.07386363,6.950096,85600,1.6,1.78,1.76
EDR,20081205,12.57,0.004773303,6.858734,274800,12.78,14.25,12.66
EDR,20090414,13.08,0.02752291,5.316326,162200,13.08,14.76,14.49
ELP,20060626,8.41,0.0701546,5.859332,965800,8.82,9.2,9.23
ENS,20080207,26.31,0.05017103,5.554235,1334600,26.22,26.55,26.5
ENZ,20080529,9.75,0.02769236,7.780095,1130100,9.5,9.82,9.5
ENZ,20120828,1.84,0.03804344,7.667153,184700,1.83,1.91,1.82
ENZ,20130408,1.91,0.09424081,10.08559,205900,2.06,2.09,2.08
ENZ,20140403,4.49,0.01336312,4.770426,394500,4.39,4.54,4.18
ENZ,20160608,6.2,0.004838744,5.882344,461300,6.04,6.17,5.97
EP-C,20070723,43.75,-0.009599959,5.343844,6900,42.44,42.95,42.65
EPE,20150219,12.19,0.03937658,8.632187,2447000,12.09,12.4,11.9
EPE,20151007,7.86,-0.04707384,6.025826,4268700,7.02,7.97,7.48
EPE,20160405,3.86,0.03108812,5.074581,2.57177E+07,4.02,4.25,3.91
EPE,20160415,4.12,0.04854376,5.314125,2426200,3.93,5,4.75
EPE,20160712,4.43,0.006772057,4.646115,3919900,4.15,4.4,4.3
EQS,20100406,2.86,-0.0034965,5.454086,80700,2.86,3.05,3.02
EQS,20101005,2.22,0.07207211,5.771984,15500,2.26,2.3,2.29
EQS,20140310,1.82,0.021978,6.66707,1700,1.78,1.9,1.76
EQS,20140527,2.26,-0.01327432,5.501389,17400,2.21,2.32,2.22
EQS,20140805,2.39,-0.03765697,5.678592,80600,2.31,2.4,2.37
EQS,20161018,1.86,-0.02150536,7.999406,3800,1.77,1.86,1.81
EQT,20080919,42.51,0.01082105,7.17738,2462600,42.03,43.02,40.83
ETH,20110428,22.17,0.07081641,5.535868,680000,23.3,24.46,23.61
ETH,20140123,25.45,0.07740665,6.076138,1405800,26,26.42,25.62
ETM,20090310,0.94,0.06382979,7.293368,145800,0.95,1.05,1
ETM,20100301,10.4,0.09711541,8.308514,633700,11.21,11.92,11.66
ETM,20110209,10.84,-0.01845017,9.775738,387900,10.49,12.53,12.45
ETM,20161006,12.91,0.06971344,6.470021,279400,13.42,13.63,13.46
EV,20081010,20.46,0.01026398,6.767288,2528300,21.09,28.45,25.08
EVC,20081006,2.41,0.02489624,7.392782,486300,2.2,2.15,1.95
EVC,20081202,0.68,-0.01470587,7.295208,207300,0.58,0.69,0.67
EVC,20090612,0.63,-0.031746,5.936068,110000,0.56,0.61,0.58
EVC,20091105,2.15,0.06511621,14.19648,380800,2.12,2.36,2.3
EVC,20100104,3.3,0.04545458,5.488059,277800,3.31,3.35,3.07
EVC,20100609,2.51,-0.01593624,6.090526,190700,2.46,2.75,2.7
EVC,20100625,2.76,-0.05072467,9.067592,5435800,2.41,2.39,2.18
EVC,20100719,2.35,-0.07234036,7.708357,259300,2.05,2.28,2.17
EVC,20110523,1.99,0.01507536,5.806814,102900,1.95,2.05,2.02
EVC,20110609,1.97,-0.01522841,5.254336,146300,1.87,1.94,1.87
EVC,20111230,1.57,-0.006369496,4.795565,415900,1.58,1.6,1.51
EVC,20130402,3.18,0.02201256,5.403665,1266600,3.05,3.01,2.71
EVC,20130522,4.91,-0.09572297,10.76563,2169600,4.17,4.82,4.71
EVC,20130703,6.08,0.03947373,5.373812,943800,6.42,6.82,6.9
EVC,20151012,7.11,0.09704642,6.860668,1480800,7.7,8.1,7.84
EVF,20090204,3.94,0.02538069,5.21791,233500,3.93,4.1,4.02
EXC,20100506,43.35,-0.03437135,8.758439,1.23538E+07,40.94,43,42.4
F,20081006,3.99,-0.07518796,7.292051,6.483E+07,2.92,5.47,2.88
F,20081208,3.2,0.05625002,9.661657,2.681499E+08,3.02,3.42,3.12
FAC,20090602,1.94,0.0154639,5.184139,76600,1.93,2,2.03
FAC,20090918,2.81,0.09252669,8.872299,85700,2.88,3.02,2.78
FAC,20140610,2.5,-0.003999996,4.524675,51200,2.35,2.39,2.35
FAC,20140710,2.35,-0.004255315,5.149848,55400,2.34,2.51,2.46
FAC,20160927,0.95,0.0736842,6.653362,32600,0.95,1.13,0.99
FAC,20161123,1.28,-0.007812493,5.132267,17200,1.2,1.34,1.29
FBC,20090309,62,0.01612903,7.613322,204100,66,72,65
FBC,20090831,81,-0.01234568,5.102149,646600,74,77,76
FBC,20100713,34.1,0.03225813,5.006912,1805300,34,35.8,35.3
FBC,20110815,6.3,0.031746,6.325611,1170600,6.1,7.2,6.7
FBP,20101214,5.25,-0.05714289,5.832989,4357000,4.65,4.95,4.95
FBP,20110207,5.25,0.04571424,6.621168,408800,5.3,5.7,5.5
FBP,20110712,4.54,-0.04185023,6.634647,172900,4.32,4.48,4.39
FBP,20151210,3.07,0.0912052,6.146219,2280500,3.15,3.2,3.05
FBR,20071120,3.04,-0.03618418,6.248017,3581900,2.57,3.04,2.96
FBR,20080624,1.87,-0.02139035,6.034653,1337500,1.78,1.86,1.69
FBR,20081006,1.28,-0.08593751,13.54498,784300,0.9,0.97,0.92
FBR,20081112,0.57,-0.08771932,9.68984,315400,0.49,0.54,0.49
FBR,20081126,0.2,0.09999998,17.20877,974000,0.16,0.23,0.17
FBR,20090126,0.17,0.05882356,6.079372,256500,0.17,0.22,0.2
FBR,20090325,0.23,-0.04347828,9.28124,939000,0.19,0.23,0.21
FBR,20090515,0.46,-0.02173917,8.8512,1319700,0.43,0.47,0.46
FC,20060403,7.84,0.0714285,5.496688,98700,8.49,8.85,8.81
FC,20060614,7.5,0.04000003,6.046371,60900,7.65,7.74,7.4
FC,20130822,15.17,0.07976263,6.396048,38800,15.65,15.86,15.49
FCE.A,20081217,5.82,0.06872845,5.459676,1487000,5.33,6.12,6.29
FCE.A,20090306,4.46,-0.09865472,5.86964,1613900,3.87,4.74,4.68
FCE.A,20090909,9.47,0.08342133,10.50983,1753300,10.19,11.7,11.54
FCF,20080821,10.57,0.02838223,6.153872,504100,10.94,11.44,10.77
FCN,20070215,30.5,0.08557379,8.363151,3691400,32.76,34.93,34.25
FCX,20081023,13.25,-0.008301861,4.414604,3.38498E+07,11.14,13.095,12.73
FDX,20081125,68.09,-0.01424576,6.360839,3182400,66.06,70.65,69.5
FDX,20110621,88.43,0.007915831,5.597569,3297000,90.66,93.45,92.91
FF,20080918,7,0.03857142,6.692116,72500,7.9,8.05,7.4
FFA,20150824,12.5,0.008799973,8.075275,230200,12.56,12.96,13.04
FFC,20081008,6.3,-0.01111114,15.45886,466400,4.75,4.73,4.84
FHN,20080715,5.4,0.0907407,12.05821,2.58818E+07,5.83,8.44,8.06
FHN,20091016,13.38,0.008968601,5.209627,6985900,13.22,13.49,13.15
FII,20081006,27.47,-0.03167088,5.571356,1130400,24.73,26.4,24.32
FIX,20060227,10.6,0.05471697,5.756837,377000,10.63,11.35,11.3
FIX,20110420,11.31,0.09814321,6.055164,427900,11.9,12.13,12.03
FL,20081124,5.69,-0.00702987,5.056753,7815000,5.65,6.93,6.79
FL,20090522,11.34,-0.08730157,9.156024,5676800,10.39,11.71,11.05
FLS,20171102,43.42,-0.09857206,6.256093,7255200,37.71,40.23,40.08
FNF,20061110,21.9,-0.004566228,4.172943,1916700,21.63,22.4,22.04
FNF,20081210,13.32,-0.0007506963,7.273609,6850500,12.37,13.98,13.8
FOE,20090325,1.49,0.03355702,7.766481,1743400,1.57,1.73,1.41
FOE,20090624,2.57,0.003891047,4.866018,659600,2.55,2.66,2.71
FR,20081028,6.27,-0.02711325,7.32877,1938700,5.2,9.96,9.15
FR,20090302,2.25,-0.06666671,6.066995,1628100,1.76,2.14,2.12
FR,20090501,4.1,0.06829274,7.241381,1544700,4.46,5.59,5.42
FR,20100803,4.46,0.08520182,7.010798,2336400,4.92,5.44,5.22
FRO,20120424,30.2,0.04470193,6.126738,2191500,30.65,33.9,33.25
FRO,20130821,13.9,0.0431655,6.613758,1769400,13.6,14.3,13.6
FRO,20140828,11.9,-0.05462182,7.504451,3281700,9.95,10.15,10.05
FSB,20081111,8.45,0.07810649,7.484734,19200,7.51,7.5,7.94
GBL,20060807,37.5,-0.05333333,8.327108,234700,34.73,35.17,34.23
GBX,20100825,9.3,0.0591398,6.205763,512600,10.33,11.82,11.67
GCI,20091210,12.02,0.06821961,5.789306,1.48605E+07,12.71,14.15,13.81
GCO,20080303,25.75,-0.03805824,8.635597,7417200,23.01,23.73,22.51
GCO,20110526,46.83,-0.02797355,5.640983,1612100,45.2,46,44.8
GCV-B,20081002,20.12,-0.02087475,7.32996,7000,19.71,19.7,18.81
GFF,20070806,12.31,0.05442722,12.21386,2341600,11.97,15.58,14.45
GFF,20110803,8.83,-0.01132507,6.184465,324300,8.47,8.8,8.12
GFI,20081113,5.71,0.09632228,6.77667,8010200,5.93,6.45,6.06
GGB,20100518,14.26,-0.06591869,5.876136,1.29133E+07,12.62,12.6,12.05
GGB,20170518,2.76,-0.03985503,5.560497,2.19509E+07,2.76,2.85,2.82
GGP,20081014,5.9,-0.07627124,6.83113,1.05899E+07,4.67,5.97,5.26
GGP,20081015,5.16,0.09108532,11.7784,1.21933E+07,4.94,6.63,6.16
GGP,20090105,1.34,0.007462679,6.888403,1.01346E+07,1.45,2,1.93
GGP,20090204,0.75,0.02666664,5.547265,4905200,0.68,0.81,0.76
GGT,20081010,4.52,-0.07522127,9.217442,52900,4.53,5.23,4.81
GJO,20110907,17,0.03705877,5.330564,5100,17.52,17.95,17.33
GLT,20110803,14.33,-0.06001393,5.274484,794000,13.25,13.65,13
GLT,20160503,21.68,-0.08071955,6.107275,531300,19.88,20.61,19.63
GM,20090527,1.21,-0.04958683,7.824183,1.589654E+08,1.07,1.1,0.51
GM,20090528,1.11,0.009009,13.64402,2.428395E+08,0.74,1.01,35
GME,20060630,19.605,0.07115534,5.48112,5113900,19.8,19.885,19.42
GME,20060817,21.55,0.04895593,5.520026,4932100,22.035,22.04,21.5
GMS,20090527,1.75,0.03428568,12.18461,649100,1.51,2.53,2.52
GNW,20080908,17.99,-0.04558086,7.175594,1.13018E+07,15.75,15.89,15.01
GNW,20090122,2.2,0.0272727,5.994442,1.50266E+07,2.01,2.69,2.54
GNW,20090512,5.65,-0.07256643,9.666759,3.35736E+07,3.97,5.25,5.13
GOL,20081107,21.5,-0.03720927,5.146174,655200,18.25,18.35,16.65
GOL,20130905,19.25,0.06753243,6.223532,2922600,20.75,23.7,24.15
GOL,20131113,21,0.02857145,4.985041,3059400,21.45,23.65,23.45
GOL,20161111,8.295,-0.004219391,6.534855,853500,7.79,8.545,8.97
GPI,20081211,9.63,-0.0363448,5.17115,394500,8.59,9.84,8.63
GPI,20090219,7.7,-0.0363636,5.117774,758400,7.14,10.93,10.46
GPK,20070222,5.96,-0.08724832,15.36141,241200,5.13,5.22,5.13
GPK,20070618,5,-0.01000004,5.855975,292000,4.87,5.07,4.88
GPM,20080929,9.06,-0.01655635,11.20315,288200,8,8.45,7.75
GPM,20090513,1.3,0.06923079,7.791607,297700,1.31,1.39,1.29
GPX,20070621,11.08,-0.02527073,7.327762,281700,10.61,10.97,10.88
GRA,20060215,9,0.0188889,5.628262,7422300,9.2,9.47,9.08
GRA,20070726,21.1,-0.04454979,14.50727,5560100,18.25,20.24,20.17
GRA,20070907,24.35,0.01437373,4.997745,1283600,24.35,25.91,25.62
GS,20080919,142.51,-0.08918667,8.710389,4.32099E+07,120.43,125.95,128.44
GSH,20061227,32.1,0.06573211,7.340154,307800,33.01,34.57,35
GSH,20070816,32.82,-0.006703267,6.031149,341400,33.39,35.35,35.6
GSL,20120405,3.73,-0.08579087,7.443561,160000,3.15,3.24,3.17
GSL,20130328,4.62,-0.025974,7.046037,339000,4.25,4.43,4.44
GSL,20151202,3.41,-0.07038123,5.557858,270000,3.11,3.26,3.14
GSL,20161215,1.55,0.08387097,8.835417,853400,1.54,1.62,1.58
GSL,20170208,1.37,-0.03649632,5.048379,233300,1.29,1.39,1.35
GSL,20170718,1.42,-0.06338023,6.246408,263300,1.33,1.44,1.41
GTN,20081229,0.41,-0.07317074,5.783005,687100,0.37,0.41,0.4
GTN,20090731,0.48,0.02083338,10.62253,428500,0.46,0.53,0.5
GTN,20090923,2.8,-0.06428574,8.593915,1927200,2.17,2.8,2.62
GTN,20091016,2.72,0.01470587,8.43963,1192200,2.57,2.71,2.53
GTN,20130422,5.28,0.07765149,6.654008,886600,5.73,6.4,6.13
GTN,20140321,10.35,-0.04251213,7.751403,2869100,9.55,9.89,9.62
GTN.A,20081226,0.6,-0.05000005,9.244728,2200,0.53,0.6,0.62
GTN.A,20090908,1.27,0.07874018,15.06188,24100,1.3,1.49,1.25
GTN.A,20090925,2.41,-0.004149374,7.813408,10300,2.29,2.56,2.11
GTN.A,20120402,1.66,-0.006024091,12.77911,3600,1.56,1.58,1.52
GTN.A,20131015,7.57,0.09775432,9.09227,5400,7.95,8.35,7.94
GTY,20080325,15.68,-0.06823984,5.631358,514700,14.35,15.9,15.21
GUT-A,20110715,25.8,0.007364362,4.939874,4900,25.91,26.29,25.55
GYB,20080924,10.7,0.04205606,14.83754,38900,10.92,11.49,11.38
GYB,20090211,11.3,0.06194688,6.16284,21900,11.5,11.34,11.44
HAL,20081008,21.13,-0.006625622,4.875486,4.71404E+07,18.91,19.13,18.75
HAL,20081020,21.97,-0.05325444,5.775122,3.15033E+07,19.85,20.05,18
HCC,20080923,25.65,0.06510722,5.84166,815900,24.97,27.4,25.82
HGT,20081216,17.15,0.0466473,5.168077,261100,16.81,17.1,15.64
HGT,20121031,6.21,0.07085347,6.251101,308400,6.61,6.93,6.83
HGT,20160614,2.3,-0.04782604,6.168677,81800,2.15,2.16,2.16
HGT,20160926,2.43,-0.02880665,6.658455,106000,2.23,2.49,2.45
HGT,20170418,2.2,-0.06818186,5.913855,145900,2.05,2.1,2.05
HIG,20090313,6.43,0.09486783,7.813772,4.40983E+07,6.53,7.39,6.9
HK,20070328,12.6,0.04999993,5.678275,1617200,13.2,13.4,13.25
HK,20080916,21.45,0.06573426,5.31193,1.16082E+07,21.18,24.47,23.5
HK,20141205,1.8,-0.02777775,6.398811,1.1902E+07,1.55,1.94,1.85
HK,20150204,1.72,0.02325579,5.493966,8709600,1.76,2.06,2.05
HK,20150410,1.8,-0.06111106,8.006362,6313200,1.64,1.78,1.82
HK,20150714,1.07,0.07476628,7.011594,8359000,1.1,1.15,1.07
HK,20150729,1.01,0.01980196,6.542844,6440600,0.98,1.1,1.02
HK,20150731,1.04,0.05769237,7.374027,5100500,0.87,1.04,0.97
HK,20150908,0.99,0.070707,6.224291,4585300,1.02,1.12,1.07
HK,20151106,0.72,0.0555555,6.040273,3015600,0.7,0.74,0.71
HK,20160418,0.96,0.08333332,7.838331,1718900,1.03,1.12,1.07
HK,20161005,9.61,0.07284087,6.326769,941300,10.23,10.79,10.85
HL,20060420,6.9,-0.06231888,6.343598,4398100,6.5,6.72,6.66
HL,20061205,7.4,0.001351318,5.083041,3395600,7.15,7.58,7.49
HL,20081006,3.86,-0.08808288,11.48387,5952100,3.27,4.12,4
HL,20090602,3.82,-0.08900522,7.99461,1.89481E+07,3.06,3.33,3.25
HL,20120221,5.23,0.04780115,5.576027,1.46361E+07,5.35,5.54,5.47
HLF,20130521,50.67,-0.002565567,4.26842,1.04546E+07,46.93,48.96,48.25
HMY,20081017,8.21,-0.02923267,6.008833,3698800,7.88,7.78,7.1
HOS,20161024,5.66,-0.09010597,6.506105,1626500,4.77,4.88,4.74
HOS,20170112,7.86,-0.03816796,5.15513,1057200,7.36,7.71,7.3
HOS,20170526,1.96,-0.04591838,7.451544,1657300,1.65,1.72,1.72
HOS,20170922,4.25,-0.06117647,11.10203,1120700,3.97,4.4,3.97
HOV,20080711,4.77,0.008385736,5.204967,5271000,4.86,5.19,4.93
HOV,20080811,7.5,0.002666664,6.236468,6083000,6.97,7.25,7.03
HOV,20090317,1.03,-0.06796116,11.57169,2200800,1,2,1.33
HOV,20091022,3.77,0.09814321,5.815109,4832400,4.19,4.39,4.12
HOV,20101202,3.8,0.05789474,6.007627,5032100,3.91,4.18,4.2
HOV,20120710,2.95,-0.08474576,5.508424,5942400,2.55,2.69,2.76
HOV,20171117,2.34,0.0641026,5.349076,3388700,2.495,2.79,2.78
HUM,20081031,29.53,0.002031814,6.003233,1.12556E+07,29.66,34.51,33.51
HUM,20160707,180.37,-0.09774347,6.427248,9068700,157.26,164.95,155.35
HUN,20061228,17.25,0.0811594,7.225337,261100,18.7,19.73,19.57
HUN,20080918,9.58,-0.01356995,7.770412,5778200,9.25,10.88,10.12
HVT,20100302,15.18,0.05401842,8.016294,599300,15.58,15.94,15.81
HVT,20161010,18.5,-0.0318919,7.434867,310300,17.5,18.04,17.55
HYB,20081006,1.16,-0.06896545,6.101433,553100,0.98,1,0.95
HZO,20150423,24.52,-0.004893998,8.393223,2139600,22.48,23.7,23.63
IAG,20080912,4.9,0.06326529,5.819924,1979100,5.02,5.1,5.06
IAG,20130828,6.52,-0.05521474,7.232628,1.14226E+07,5.86,6.25,6.19
ICE,20060331,14.35,-0.03763066,6.231408,1937400,12.432,13.244,13.15
ICE,20060406,12.566,-0.04822537,6.546751,2570700,10.47,10.98,10.97
IDT,20081216,0.43,0.09302323,6.073537,370700,0.45,0.49,0.46
IDT,20110509,26.85,0.08268154,5.792188,333300,29.09,29.53,28.64
IEX,20080205,26.99,0.06928495,7.416276,2291300,28.95,29.49,29.26
IGD,20100506,11.63,-0.05503012,5.519279,1389100,10.25,11.8,11.57
IMAX,20061110,3.67,-0.04632154,6.249317,1713500,3.46,3.53,3.44
IMAX,20070410,4.3,0.02093016,4.871603,837200,4.3,4.28,4.34
IMAX,20091007,8.89,0.07986502,5.594302,959225,9.71,9.86,9.87
IMAX,20110725,27.62,-0.09703115,7.323627,3969900,24.61,24.97,21.35
IMAX,20120223,24.01,0.04373175,6.233264,3110800,24.85,25.29,24.52
ING,20081017,10.5,0.01428568,6.88499,9128700,11.95,12.8,11.02
IO,20070227,206.25,-0.0247273,6.756052,1192800,197.7,195.15,188.4
IO,20090227,17.1,-0.06140357,9.938041,4008000,13.5,15,12.45
IO,20100805,69.3,-0.04329004,6.191004,1992700,61.5,65.55,63.9
IO,20141017,42.45,-0.07067138,6.147472,2398300,39.15,43.95,43.5
IO,20150604,22.35,-0.03355705,5.379348,727300,21.6,21.9,21.15
IO,20150804,12.3,0.02439026,6.244028,555400,11.25,11.55,10.95
IO,20160607,7.32,0.0942623,6.254368,77700,7.81,7.77,7.36
IO,20160804,6.08,-0.09374995,7.01393,135000,5.22,5.98,5.51
IO,20171010,9.3,-0.01075273,4.759628,277900,9.05,9.5,8.9
IO,20171221,19.4,-0.01804126,4.716978,244900,19.05,20.4,20.1
IP,20090211,7.66,-0.06135768,5.98532,1.04295E+07,6.92,7.27,6.76
IR,20150909,54.51,-0.004586315,8.1684,4458700,53.98,55.08,54.98
IRS,20081023,4.32,0.06481475,13.68292,1153700,4.01,4.34,4.48
IRS,20110922,9.77,-0.09518939,6.193219,182100,8.36,8.69,8.78
ITG,20150731,18.77,0.08417687,6.721071,1060000,19.1,19.27,17.94
IVC,20061211,22.65,0.03973508,5.478862,116300,23.34,24.15,24.4
IVC,20131024,19.18,0.03336806,6.233964,1158000,19.83,20.87,20.94
JBL,20060926,28.31,-0.01483575,4.659087,4968600,28.35,28.82,28.72
JCP,20130808,12.81,0.06635436,6.813035,5.0267E+07,12.34,13.43,13.54
JCP,20171002,3.79,-0.05277046,5.365815,3.85456E+07,3.5,3.62,3.55
JCP,20171113,3.17,-0.06940064,8.316045,3.31057E+07,2.88,3.18,3.09
JEC,20100409,44.36,0.0732642,5.431081,9765700,46.44,47.48,47.58
JP,20150901,9.58,-0.008350722,4.746367,66400,9.08,9.99,9.45
JP,20170816,10.12,0.03162052,6.019161,681200,10.21,13.37,11.9
JP,20171110,23.59,-0.0351844,5.691118,641000,21.5,23.21,22.16
JP,20171116,22.46,0.05966163,6.246326,801700,22.8,23.69,22.25
JQC,20081006,5.55,-0.06306313,9.938988,1391500,4.75,4.77,4.3
KBH,20120629,9.12,0.07456144,6.253016,2.70324E+07,9.49,9.95,9.8
KBH,20130321,21.65,0.02078526,4.981456,1.10211E+07,21.68,22.41,22.17
KEM,20091102,3.99,-0.09774439,6.40645,77700,3.48,3.78,3.81
KEM,20100714,8.73,-0.06185567,5.856649,303800,7.95,8.85,8.76
KEM,20110523,15.19,0.05003293,5.230874,771500,14.97,14.3,14.05
KEM,20150715,2.3,-0.09130437,5.994046,402300,1.83,1.85,1.8
KEM,20170609,14.75,-0.09288135,5.935756,1149800,12.33,14.38,13.91
KEM,20171106,16.56,-0.03864731,7.778642,7281100,15.66,16.39,15.63
KEY,20080917,12.04,-0.001661088,3.833904,1.81052E+07,8.69,18.48,15.24
KFS,20090220,2.46,-0.06097565,7.395364,341300,2.18,2.27,2.25
KFS,20090303,1.65,-0.07878788,7.609488,720900,1.43,1.51,1.47
KFS,20091229,1.8,0.005555551,10.48315,197000,1.71,1.79,1.75
KFS,20100813,1.98,-0.08585862,5.853006,58700,1.76,1.85,1.86
KFS,20110411,1,0.04999995,7.329184,90900,1.05,1.31,1.3
KFS,20111010,0.85,-0.05882354,13.4038,13800,0.74,0.82,0.77
KFS,20111212,0.55,0.0545454,7.788276,59100,0.56,0.57,0.56
KFS,20151016,4.53,-0.002207556,5.445993,102300,4.25,4.61,4.48
KGC,20161004,3.93,-0.08905856,5.781387,3.0051E+07,3.51,3.58,3.69
KMM,20081010,4.8,-0.05000005,14.00713,197400,4.58,5.7,5.25
KMX,20081219,7.5,-0.02666664,6.086512,8866800,7.21,7.64,7.61
KND,20150227,19.65,0.07989821,7.136891,5657600,21.07,22.16,21.94
KND,20160120,9.4,0.06702129,5.712579,1553400,9.62,10.01,9.62
KND,20170421,9,0.07777776,6.36303,3245200,8.8,9.25,9.2
KNL,20140421,18.5,0.02918924,5.516698,597600,19.01,19.17,18.79
KNX,20170911,42.78,-0.04862081,5.334898,2965900,40.41,40.51,39.32
KRG,20090629,11.4,-0.04912276,5.730625,422300,10.84,12.84,12.36
KRG,20100218,14.28,0.08683479,9.021732,126900,15.52,16.56,16.08
KRO,20080708,6.145,0.05695686,7.232358,58800,6.01,7.49,6.025
KRO,20100505,9.62,-0.08264034,8.613153,31400,7.675,8.86,8.705
KRO,20120709,15.64,-0.08439901,5.806659,2348700,13.61,14.1,13.37
KRO,20130509,17.45,-0.03266485,6.971104,525200,16.57,16.85,16.57
KTP,20130926,15.05,0.03521593,5.780401,153700,15.55,16.18,15.57
KWR,20081013,19.49,0.08876345,5.62066,155000,18.62,18.79,16.05
KYE,20160120,5.51,-0.07803998,6.410944,730700,5.11,6.43,6.2
KYN,20120806,29.77,-0.0006718326,5.032708,699900,29.65,29.75,29.61
LAD,20080807,4.95,-0.09090906,9.472433,412000,4.46,5.74,5.1
LAD,20110506,17.97,-0.0667779,6.493909,193400,16.43,17.77,17.65
LAZ,20080919,44.5,-0.02808989,7.848134,4173400,39.6,41.2,41.25
LEA,20060322,8.775,0.0313391,7.572553,6973100,8.645,8.88,8.55
LEA,20080429,14.33,0.09909282,10.51104,5612400,14.285,15.385,15.535
LEA,20080715,6.56,0.0594512,6.509808,2345200,6.585,8.005,7.97
LEA,20080918,6.355,0.03461838,5.689304,1869800,6.5,7.125,6.315
LEA,20090612,0.905,0.06629835,5.525544,1.34504E+07,0.645,0.77,0.67
LEE,20090113,0.46,-0.08695657,5.703766,337900,0.36,0.4,0.38
LEE,20090811,2.21,-0.03619906,10.48688,1175600,2.05,2.4,2.39
LEE,20110523,1.14,-0.05263153,8.797904,1262600,1.09,1.17,1.16
LEE,20161011,3.11,0.08038586,6.749558,442100,3.08,3.27,3.15
